id,title,body_text,url,post_date,author_username,author_id,kudos,views,reply_count,status_key,status_name,conversation_id
12681799,Specifications - Export feature,"Love the newest module, Specifications, however we would like the ability to export it in a clean format, just like other ACC modules offer. Please add ASAP. Thank you!",https://forums.autodesk.com/t5/acc-ideas/specifications-export-feature/idi-p/12681799,2024-04-02T09:57:15.321-07:00,EricaBouma,10460733,64,2160,17,accepted,Gathering Support,12681799
12516483,Add Members By Company,"At my firm, we tend to have everyone in the company on each project. This can be a pain when we get a new hire and I have to add them to each project. It would be easier if they were just automatically added when I add them to the company rather than me having to go to each project and add their email one by one. We do this because we often have coworkers who will help on any project if someone is out, and I can't limit the projects to only the people working on them. It wouldn't work at my firm",https://forums.autodesk.com/t5/acc-ideas/add-members-by-company/idi-p/12516483,2024-01-23T13:36:02.071-08:00,aflamishS9HNH,12452860,64,3401,21,declined,Under Review,12516483
13684704,ACC BUILD - PHOTOS,"In ACC Build - photos .... PLEASE add the possibility to organize photos in subfolders. Also, a button to delete multiple photos at once in bulk.",https://forums.autodesk.com/t5/acc-ideas/acc-build-photos/idi-p/13684704,2025-06-16T18:30:03.539-07:00,gmendozaEL778,6304853,63,452,4,declined,Under Review,13684704
13265596,Specifications - ability to delete sections,"Currently, to delete a specification section in Autodesk Build, users are required to delete the entire set it was a part of and reupload the specifications without the section. This process is both time-consuming and inefficient. I propose adding a ""delete"" button within the ""edit section details"" menu. This will allow users to delete individual specification sections directly, eliminating the need for reuploading and saving time.",https://forums.autodesk.com/t5/acc-ideas/specifications-ability-to-delete-sections/idi-p/13265596,2025-01-16T10:29:11.139-08:00,craig_maibach,14091839,63,1942,8,declined,Under Review,13265596
13661096,ACC Viewer - Make PDFs documents scrollable,"It would be great if pdfs could work as pdfs in any other software and we could scroll through them. We have process documents and all sorts of pdfs that are many many pages long and finding stuff there is horrible when you have to click each page and scrolling through is not possible. It is also weird that because of this behavior the pdf documents cant even be printed, because the system would only print one page. The only solution is the download and than print. Or sync the project with DC to",https://forums.autodesk.com/t5/acc-ideas/acc-viewer-make-pdfs-documents-scrollable/idi-p/13661096,2025-06-02T03:38:04.323-07:00,peterfarkas,4829002,61,2519,7,needs_info,Implemented,13661096
12580655,Set tags and locations on multiple photos at the same time,"In the photo viewer multiple photos can be selected at the same time, but they can not be edited. When multiple photos are selected the ""filter"" dialog should be hidden and the combined properties for the selected photos should be shown (the same as it is in Revit). With multiple photos selected the location and tags should be able to be edited. Tags and locations are very powerful tools, but are a hard to use when each photo (and there may be hundreds taken in a visit) has to have tags/location",https://forums.autodesk.com/t5/acc-ideas/set-tags-and-locations-on-multiple-photos-at-the-same-time/idi-p/12580655,2024-02-24T10:54:33.998-08:00,jkidder,1674827,60,1453,11,delivered,Future Consideration,12580655
13832100,フォームのグルーピング表示（iPad）　【Form grouping display (iPad)】,"PC版ではフォルダごとにフォームが表示され、該当項目を検索しやすいですが、iPadではフォームが一覧で表示されるため、必要なものを探すのが困難です。PC版と同様にカテゴリごとに分かれた表示にしていただけると、選択しやすくなります。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ On the PC version, forms are displayed by folder, making it easier to search for relevant items. However, on the iPad, forms are shown in a list view, which makes it difficult to find what is needed. If the display could be categorized like the PC version, it would make selection much easier.",https://forums.autodesk.com/t5/acc-ideas/fomunogurupingu-biao-shi-ipad-form-grouping-display-ipad/idi-p/13832100,2025-09-30T18:31:05.414-07:00,m00483409,18003296,59,242,1,declined,Under Review,13832100
12559967,Hide closed issues by default,Closed issues should be filtered-out by default in the issue list as they are usually don't require further activity.,https://forums.autodesk.com/t5/acc-ideas/hide-closed-issues-by-default/idi-p/12559967,2024-02-14T06:15:25.259-08:00,daniel.smejkal4275F,6394323,59,1235,10,investigating,Accepted,12559967
13742139,ACC - Build - Form - attaching Folder to Smart PDF Form,"Our company extensively works with the Forms and Files modules in the same time in Autodesk, we would like to suggest to attach the Specific Folder (from Project) to the Fillable PDF Forms. This could be attach through the ""Add References"" component. This would be so helpful for everyone who are working with the Fillable PDF forms to have this option. This will give to everyone a great opportunity to open the linked folder directly from the Form and add any Construction support files. As example",https://forums.autodesk.com/t5/acc-ideas/acc-build-form-attaching-folder-to-smart-pdf-form/idi-p/13742139,2025-07-27T21:36:09.719-07:00,elenadoherty,14734659,58,602,2,delivered,Future Consideration,13742139
13919124,ACC Docs - Permission Settings: Linking Companies and Roles for Scalable Permission Control,"Following the ISO 19650 folder structure for large civil and infrastructure projects, correctly assigning folder permissions is essential. Currently, this process is challenging because there is no way to link the assigned user’s company with their role. Creating ISO 19650-based roles is not desirable, as it would result in an excessive number of roles, reducing clarity. In the worst case, permissions would need to be assigned individually to users. To address this, it would be highly beneficial",https://forums.autodesk.com/t5/acc-ideas/acc-docs-permission-settings-linking-companies-and-roles-for/idi-p/13919124,2025-11-25T01:03:52.636-08:00,jmeuris,5446039,57,576,5,accepted,Gathering Support,13919124
13713123,Build>Photos Tool>Permission,"Hi ACC Team, Suggesting adding permission setting for Photos like in the folder structure to control and access and visibility and add manage assignment to other members rather than limiting the access to Project Admin only. It will also be good to have a foldering/collection function to easily manage the uploaded Photos/Videos.",https://forums.autodesk.com/t5/acc-ideas/build-gt-photos-tool-gt-permission/idi-p/13713123,2025-07-06T19:56:17.732-07:00,jim.staana,12403750,57,499,6,declined,Under Review,13713123
12638821,"Allow ""Descriptions"" to be added to folders","It would be great it ""Descriptions"" could be added to folders. This way we could show the intent of our folder structure to less familiar / external project team members .",https://forums.autodesk.com/t5/acc-ideas/allow-quot-descriptions-quot-to-be-added-to-folders/idi-p/12638821,2024-03-13T13:00:06.045-07:00,rwheelerXEXYH,8170300,57,1415,8,needs_info,Implemented,12638821
13436176,Custom Project Fields,"Our company would like a way to add custom fields to the project level data (meta data). This would support project assignments and tracking through various stages. Our business as a manufacturing facility, we manage hundreds of projects at any given time. We assign key project roles that are not easily identifiable with project membership or membership roles. Something similar to the custom fields capability in the RFI or Submittal templates with the same capability. This would also improve our",https://forums.autodesk.com/t5/acc-ideas/custom-project-fields/idi-p/13436176,2025-04-21T11:34:45.686-07:00,christweddleRL7B7,16592041,56,1182,12,declined,Under Review,13436176
13318268,Scrollable PDFs,"For example, in Sheets, we're not able to scroll through pages. To go to the next pages, you have to click on the thumbnails one by one. Could you make pdfs scrollable? It'd be much easier to navigate through them.",https://forums.autodesk.com/t5/acc-ideas/scrollable-pdfs/idi-p/13318268,2025-02-13T13:47:28.928-08:00,kyra_cato,15718541,56,2413,6,needs_info,Implemented,13318268
13832102,フォームの記載内容の表示範囲改善（Improvement of the display range for form content）,"指摘事項の参照先にフォームを紐づけた際、フォームに記載された確認内容が隠れている状態になっているため、表示に手間がかかっています。一目で確認内容を把握できるように、あらかじめ全て見える状態にしておき、ワンクリックで表示・非表示を切り替えられるようにしてほしいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ When a form is linked as a reference for a reported issue, the confirmation details written in the form are hidden, which makes it cumbersome to view them. To make it easier to grasp the content at a glance, I would like all the information to be visible by default, with a one-click toggle to show or hide the details.",https://forums.autodesk.com/t5/acc-ideas/fomuno-ji-zai-nei-rongno-biao-shi-fan-tong-gai-shan-improvement-of-the-display-range-for-form/idi-p/13832102,2025-09-30T18:32:48.598-07:00,m00483409,18003296,55,277,1,declined,Under Review,13832102
13832089,シートを閲覧しながら同期処理を行えるようにしてほしい（I would like to be able to perform synchronization while viewing the sheet.）,"複数人で同時にシートを閲覧して編集する場合があるため、即座に同期できることが望ましいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ Since multiple people may view and edit the sheet simultaneously, it is desirable for synchronization to occur instantly.",https://forums.autodesk.com/t5/acc-ideas/shitowo-yue-lanshinagara-tong-qi-chu-liwo-xingeruyounishitehoshii-i-would-like-to-be-able-to-perform/idi-p/13832089,2025-09-30T18:20:19.510-07:00,m00483409,18003296,55,206,1,declined,Under Review,13832089
13832063,撮影した写真の自動保存ができるようにしてほしい（I want to be able to automatically save the photos I take.）,"指摘事項に写真を参照する際、撮影後に【次へ】ボタンを押す工程が必要となっており、そのため保存を忘れやすいです。シャッターボタンを押したら一時保存され、必要な写真を後から選択できる環境が望ましいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ When referring to photos for issues, it is necessary to press the [Next] button after taking the photo, which makes it easy to forget to save it. It would be ideal if the photo was saved temporarily when the shutter button was pressed, and the necessary photo could be selected later.",https://forums.autodesk.com/t5/acc-ideas/cuo-yingshita-xie-zhenno-zi-dong-bao-cungadekiruyounishitehoshii-i-want-to-be-able-to-automatically-save/idi-p/13832063,2025-09-30T17:54:03.921-07:00,m00483409,18003296,55,169,1,declined,Under Review,13832063
13832087,写真に電子黒板をつけられるようにしてほしい（I would like to be able to attach a digital blackboard to photos.）,"日本の写真管理には黒板に検査内容を記したものを添付する必要があるため、写真に電子黒板を合成できるようにしてほしいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ In Japan's photo documentation practices, it is necessary to attach a blackboard showing inspection details. Therefore, I would like to be able to overlay a digital blackboard onto photos.",https://forums.autodesk.com/t5/acc-ideas/xie-zhenni-dian-zi-hei-banwotsukerareruyounishitehoshii-i-would-like-to-be-able-to-attach-a/idi-p/13832087,2025-09-30T18:18:40.009-07:00,m00483409,18003296,54,256,2,accepted,Gathering Support,13832087
13832084,レポート出力時のリンクの有無を選択できるようにしてほしい（I would like to be able to choose whether or not to include a link when outputting a report.）,"ACCを利用していない人にレポートを渡す場面もあるため、リンクの有無を選択できるようにしてほしいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ Since there are cases where reports are shared with people who do not use ACC, I would like to be able to choose whether or not to include links in the report.",https://forums.autodesk.com/t5/acc-ideas/repoto-chu-li-shinorinkuno-you-wuwo-xuan-zedekiruyounishitehoshii-i-would-like-to-be-able-to-choose/idi-p/13832084,2025-09-30T18:14:05.291-07:00,m00483409,18003296,54,182,1,declined,Under Review,13832084
13832068,写真の保存または追加の確認機能（Photo saving or additional confirmation function）,"保存忘れをする方が多いため、×ボタンを押した後に確認を促す画面が表示されるようにしてほしいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ Since many people forget to save photos, I would like a screen to appear asking for confirmation after pressing the x button.",https://forums.autodesk.com/t5/acc-ideas/xie-zhenno-bao-cunmataha-zhui-jiano-que-ren-ji-neng-photo-saving-or-additional-confirmation-function/idi-p/13832068,2025-09-30T17:55:28.324-07:00,m00483409,18003296,54,184,1,declined,Under Review,13832068
13832095,検索機能の向上（Enhancement of search functionality）,"文字の全角・半角に関わらず検索でヒットするようにしてほしい。操作する人により入力方法が違うため、該当するバリエーションを増やしたい。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ I want the search to return results regardless of whether the characters are full-width or half-width. Since input methods vary depending on the user,I want to increase the number of applicable variations.",https://forums.autodesk.com/t5/acc-ideas/jian-suo-ji-nengno-xiang-shang-enhancement-of-search-functionality/idi-p/13832095,2025-09-30T18:27:10.318-07:00,m00483409,18003296,53,186,1,declined,Under Review,13832095
13832091,フォームの参照先に追加できるデータ形式の拡大（Expanded data formats that can be added to form references）,"フォームの参照先に追加できるのは現状写真のみであるが、写真で状態を共有する以外にも、仕様を伝える書類や検査データを紐づける場面などが想定されるため、エクセルやPDFも追加できるようにしてほしい。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ Currently, only photos can be added as references in the form, but there are situations where documents conveying specifications or inspection data need to be linked in addition to sharing conditions through photos. Therefore, I would like to be able to add Excel and PDF files as well.",https://forums.autodesk.com/t5/acc-ideas/fomuno-can-zhao-xianni-zhui-jiadekirudeta-xing-shino-kuo-da-expanded-data-formats-that-can-be-added/idi-p/13832091,2025-09-30T18:24:17.446-07:00,m00483409,18003296,53,184,1,declined,Under Review,13832091
13832080,指摘事項のステータス変更の反映速度の向上（Please Improved speed of issue items status changes）,"指摘事項のステータスを変更した際、ステータスに対応した色が反映されません。即時に変更後のステータスに対応した色が反映されるように改善してほしいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ When I change the status of a issues items , the color corresponding to the status is not reflected. I would like this to be improved so that the color corresponding to the changed status is reflected immediately.",https://forums.autodesk.com/t5/acc-ideas/zhi-zhai-shi-xiangnosutetasu-bian-gengno-fan-ying-su-duno-xiang-shang-please-improved-speed-of-issue-items-status/idi-p/13832080,2025-09-30T18:09:14.152-07:00,m00483409,18003296,53,172,1,declined,Under Review,13832080
13832062,参照先の写真に付与したタグの視覚化（Visualization of tags added to referenced photos）,"参照先に追加した写真をタグで分類した際、現状では指摘事項の画面にタグが表示されません。どのタグが付けられているかを画面上で確認できるようにすることで、直感的な理解がしやすい環境にしたいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ When you add a photo to a reference and classify it with a tag, the tag is not currently displayed on the issue screen. I would like to be able to see which tags have been added on the screen, making it easier to understand intuitively.",https://forums.autodesk.com/t5/acc-ideas/can-zhao-xianno-xie-zhenni-fu-yushitataguno-shi-jue-hua-visualization-of-tags-added-to-referenced/idi-p/13832062,2025-09-30T17:51:07.063-07:00,m00483409,18003296,53,185,1,declined,Under Review,13832062
13136811,Allow to pin Favorite Projects to project list,Without removing project from project list. I would like to pin or favorite the project I'm currently working on to avoid scrolling and seeking for the project when I have a long list of available project. I would also prefer to hid projects from view without deactivating them.,https://forums.autodesk.com/t5/acc-ideas/allow-to-pin-favorite-projects-to-project-list/idi-p/13136811,2024-11-07T08:54:24.137-08:00,jgpinto892YZ,12667277,53,1211,11,accepted,Gathering Support,13136811
13832090,フォームテンプレートの選択時に直近で使用したものを表示してほしい（Please  I would like the most recently used form templates to be displayed when selecting a form template.）,"同じ工種・検査内容の対象となる工区が多い場合、連続で登録できる状態だと使用しやすいです。そのため、フォームテンプレートを選択する際に直近で使用したテンプレートを一覧に表示してほしいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ When there are many construction sections that are subject to the same type of work and inspection content, it would be easier to use if they could be registered consecutively. Therefore, when selecting a form template, I would like the most recently used template to be displayed in a list.",https://forums.autodesk.com/t5/acc-ideas/fomutenpuretono-xuan-ze-shini-zhi-jinde-shi-yongshitamonowo-biao-shishitehoshii-please-i-would-like-the-most/idi-p/13832090,2025-09-30T18:21:42.446-07:00,m00483409,18003296,52,200,1,declined,Under Review,13832090
13832061,指摘事項のステータスの名称変更と項目の追加（Issue status name change and  items added.）,"ステータス名称の変更および追加をユーザーが自由に設定できるようにしてほしいです。これにより、活用方法とステータス名称の不一致を防止し、利用者が直感的に使用できる環境を目指したいです。 ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ I would like to be able to freely change and add status names to the system. This will prevent discrepancies between usage and status names, and create an environment that users can use intuitively.",https://forums.autodesk.com/t5/acc-ideas/zhi-zhai-shi-xiangnosutetasuno-ming-cheng-bian-gengto-xiang-muno-zhui-jia-issue-status-name-change-and-items-added/idi-p/13832061,2025-09-30T17:47:28.102-07:00,m00483409,18003296,52,192,1,declined,Under Review,13832061
